date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:49:28	101770/101770	---M--	200	added ('OK')	image/jpeg	etag:d1793b88b3af50dfda2ffe6793090236	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/5bbe24a6-3e33-46c9-be9c-0b348893951b.jpg?h=dcb917afb58d8a77aabf6c0ac1e3fa63	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/5bbe24a6-3e33-46c9-be9c-0b348893951b5aa0.jpg	(from https://leonardhinganescu.com/)
19:49:28	128454/128454	---M--	200	added ('OK')	image/jpeg	etag:ca7544307abb535e1cf6600db32671d1	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/5bbe24a6-3e33-46c9-be9c-0b348893951b_rw_1200.jpg?h=8639fd178a4b272005921ded942e22e7	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/5bbe24a6-3e33-46c9-be9c-0b348893951b_rw_12000e09.jpg	(from https://leonardhinganescu.com/)
19:49:28	141/141	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Oct%202024%2016:49:26%20GMT	https://leonardhinganescu.com/site/translations?cb=adeb4bb9d464af714ca5d519b967c8936ac1529e	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/site/translationsd0d3	(from https://leonardhinganescu.com/)
19:49:28	354733/354733	---M--	200	added ('OK')	application/javascript	etag:%2266fd5bcf-569ad%22	https://leonardhinganescu.com/dist/js/main.js?cb=adeb4bb9d464af714ca5d519b967c8936ac1529e	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/dist/js/maind0d3.js	(from https://leonardhinganescu.com/)
19:49:29	366535/366535	---M--	200	added ('OK')	image/jpeg	etag:c0460d0585bb3916645c78d3197c1d65	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/fe011ca0-cdb6-4d90-91c1-965efc98a7d9_rwc_0x0x1200x630x1200.jpg?h=d3362341bd50febdaffe96a4cf11457e	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/fe011ca0-cdb6-4d90-91c1-965efc98a7d9_rwc_0x0x1200x630x12002ac8.jpg	(from https://leonardhinganescu.com/selected-work)
19:49:29	141/141	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Oct%202024%2016:49:27%20GMT	https://leonardhinganescu.com/site/translations?cb=434bf5408600e82204c1303fdf0ccd9476f836ff	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/site/translations5e16	(from https://leonardhinganescu.com/selected-work)
19:49:31	18937/18937	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2010%20Oct%202024%2016:49:28%20GMT	http://use.typekit.net/ik/EsKJGDcJ_Z493tINuMUnfKeSvZtIvqQqAAzPAL1IXytfelwffHYEBsJzwD9oFDIDWD6u5A935AmqFe9XFRmyZQ88wA4ywRSu5QB8jDm8wDJawQBcwRscjQ6-13I7OcU8dhoyScsG-Ao1jAo8ShFuOcFzdP37OcuoSeNkieZzde8zOcFzdP37O1gkdDJlic88ikolpWgzS1scdhUTdkoRdhXCdemzdcBkZeyTdciydcmDja90jhNlOeuoSeNkieZzde8zOcFzdPU3ScvkOWZTZWS0dW83da4XZcNC-Av0jhNlOYiaikoCZAN0jW4q-e80ZhB0ZWFRiPoRdhXKgeZXdcCKgeTXjhGKgeTtZ1j7fbKJmsMMegJ6MPG4fJsmIMMjgfMgH6qJxubbMg6BJMI7fbRKpsMMeMj6MPG4fJBmIMMjgkMgH6qJyu9bMg6JJMI7fbRPSsMgeMw6MPG4fFuEIMJjMkMgH6qJaYGbMy6IJMebMpRK6-qe.js?cb=434bf5408600e82204c1303fdf0ccd9476f836ff	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/use.typekit.net/ik/EsKJGDcJ_Z493tINuMUnfKeSvZtIvqQqAAzPAL1IXytfelwffHYEBsJzwD9oFDIDWD6u5A935AmqFe9XFRmyZQ88wA4ywRSu5QB8jDm8wDJawQBcwRscjQ6-13I7OcU8dhoyScsG-Ao1jAo8ShFuO-2	(from https://leonardhinganescu.com/selected-work)
19:49:38	354733/354733	---M--	200	added ('OK')	application/javascript	etag:%2266fd5bcf-569ad%22	https://leonardhinganescu.com/dist/js/main.js?cb=434bf5408600e82204c1303fdf0ccd9476f836ff	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/dist/js/main5e16.js	(from https://leonardhinganescu.com/selected-work)
19:49:38	41767/41767	---M--	200	added ('OK')	text/css	etag:c1548ddce6357eb06bfc757f55bb4488	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/31c4f759e528e372660e556a5dd2bf141709900467.css?h=c5b814e37d04aafc0041934bc71b54f3	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/31c4f759e528e372660e556a5dd2bf141709900467d0ef.css	(from https://leonardhinganescu.com/people)
19:49:39	49599/49599	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:37%20GMT	https://leonardhinganescu.com/cora-oprea	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/cora-oprea.html	(from https://leonardhinganescu.com/people)
19:49:39	1377/1377	---M--	200	added ('OK')	image/jpeg	etag:4302f11c4be2cc461c9182c487fc310b	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/d96eedd0-62e3-49ca-8b74-93e1e4c8b627_rwc_0x0x1000x781x32.jpg?h=a227e2dbfa56d57f6f6df0b4e4884fe6	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/d96eedd0-62e3-49ca-8b74-93e1e4c8b627_rwc_0x0x1000x781x328a60.jpg	(from https://leonardhinganescu.com/people)
19:49:39	65903/65903	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:38%20GMT	https://leonardhinganescu.com/dan-dobre	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/dan-dobre.html	(from https://leonardhinganescu.com/people)
19:49:39	1094/1094	---M--	200	added ('OK')	image/jpeg	etag:e61d712935fb235db6a82711fc8e6cd1	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/aeffd671-132e-4c42-95d1-ddcb16704854_rwc_0x0x998x781x32.jpg?h=b199a7de3d3be9b4d11f7c361d99b3d3	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/aeffd671-132e-4c42-95d1-ddcb16704854_rwc_0x0x998x781x3245a9.jpg	(from https://leonardhinganescu.com/people)
19:49:40	47806/47806	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:38%20GMT	https://leonardhinganescu.com/ramona-tacu-3	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/ramona-tacu-3.html	(from https://leonardhinganescu.com/people)
19:49:40	1093/1093	---M--	200	added ('OK')	image/jpeg	etag:01ff99dd38b29e6b9551522fc6323bac	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/081ae89a-26c2-4033-a42f-4a401ce5994a_rwc_0x0x1000x781x32.jpg?h=7831821210c832f6f71f02a715a83be7	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/081ae89a-26c2-4033-a42f-4a401ce5994a_rwc_0x0x1000x781x32777f.jpg	(from https://leonardhinganescu.com/people)
19:49:40	89734/89734	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:39%20GMT	https://leonardhinganescu.com/botez-sofia-maria	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/botez-sofia-maria.html	(from https://leonardhinganescu.com/people)
19:49:40	1424/1424	---M--	200	added ('OK')	image/jpeg	etag:de20dd7caa38bb03b93277e3fa8301b9	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/89d69366-97b5-490e-803e-064269254481_rwc_0x0x2877x2250x32.jpg?h=05c0d7bfe93c985f816fa46408e5a5bf	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/89d69366-97b5-490e-803e-064269254481_rwc_0x0x2877x2250x326f24.jpg	(from https://leonardhinganescu.com/people)
19:49:41	56664/56664	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:39%20GMT	https://leonardhinganescu.com/business-photo-session-with-eduard	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/business-photo-session-with-eduard.html	(from https://leonardhinganescu.com/people)
19:49:41	1180/1180	---M--	200	added ('OK')	image/jpeg	etag:2432ead94a13e59d20a559ffeee7b1d0	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/8b1374fe-e08a-4d58-994c-360609d0497e_rwc_0x0x2877x2250x32.jpg?h=f2f079d37d4ed2de78c5c6b80cecf673	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/8b1374fe-e08a-4d58-994c-360609d0497e_rwc_0x0x2877x2250x32ae88.jpg	(from https://leonardhinganescu.com/people)
19:49:41	69238/69238	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:39%20GMT	https://leonardhinganescu.com/lavender-family-photo-shoot	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/lavender-family-photo-shoot.html	(from https://leonardhinganescu.com/people)
19:49:41	1447/1447	---M--	200	added ('OK')	image/jpeg	etag:e506b8d4ba032c07552408a598903d6c	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/fd3ba0b2-59df-4062-a7f2-ef85768e97a4_rwc_0x0x1000x781x32.jpg?h=441ad017e0af322987e77ab3f0f77fd5	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/fd3ba0b2-59df-4062-a7f2-ef85768e97a4_rwc_0x0x1000x781x32f867.jpg	(from https://leonardhinganescu.com/people)
19:49:41	57696/57696	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:40%20GMT	https://leonardhinganescu.com/livia-stoica	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/livia-stoica.html	(from https://leonardhinganescu.com/people)
19:49:42	1446/1446	---M--	200	added ('OK')	image/jpeg	etag:c82a54b989a7ef8c2914e5c116ba2c9a	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/667da274-27ed-4bfe-9306-c45298e00ff4_rwc_0x0x1000x781x32.jpg?h=313b33e973d5c76bfb9030badc85b8db	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/667da274-27ed-4bfe-9306-c45298e00ff4_rwc_0x0x1000x781x32660d.jpg	(from https://leonardhinganescu.com/people)
19:49:42	67533/67533	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:40%20GMT	https://leonardhinganescu.com/xenia-piciughin	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/xenia-piciughin.html	(from https://leonardhinganescu.com/people)
19:49:42	988/988	---M--	200	added ('OK')	image/jpeg	etag:d382bfdd76ac26f897c68be92d195a0d	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/3e95b4f7-1232-40f9-8f3c-d0cd7dab7370_rwc_0x0x1000x781x32.jpg?h=31f67099c4a8a29a5cd71cc3b7a2e98f	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/3e95b4f7-1232-40f9-8f3c-d0cd7dab7370_rwc_0x0x1000x781x3247dc.jpg	(from https://leonardhinganescu.com/people)
19:49:42	49119/49119	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:41%20GMT	https://leonardhinganescu.com/matei-cernaianu	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/matei-cernaianu.html	(from https://leonardhinganescu.com/people)
19:49:43	1112/1112	---M--	200	added ('OK')	image/jpeg	etag:89166a092f7c9d9bfbc89f329238d2d0	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/7c933069-9498-4843-a29c-9fc1844ce0b9_rwc_0x0x1000x781x32.jpg?h=28379c5afef217616d43715ee57860cb	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/7c933069-9498-4843-a29c-9fc1844ce0b9_rwc_0x0x1000x781x322d08.jpg	(from https://leonardhinganescu.com/people)
19:49:43	54926/54926	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:42%20GMT	https://leonardhinganescu.com/ioana-tanasescu	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/ioana-tanasescu.html	(from https://leonardhinganescu.com/people)
19:49:43	1302/1302	---M--	200	added ('OK')	image/jpeg	etag:0477c8aa903ae7ae2376a7a175c7d8e4	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/2cfcf038-7ea4-4c5c-8e65-a31b6b495409_rwc_0x0x1000x781x32.jpg?h=95152f6476baf62e79afa5c79581aa77	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/2cfcf038-7ea4-4c5c-8e65-a31b6b495409_rwc_0x0x1000x781x32b578.jpg	(from https://leonardhinganescu.com/people)
19:49:43	46454/46454	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:42%20GMT	https://leonardhinganescu.com/vladimir-negrea	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/vladimir-negrea.html	(from https://leonardhinganescu.com/people)
19:49:44	1187/1187	---M--	200	added ('OK')	image/jpeg	etag:09e99508518b100e4758b4b79415dcee	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/44af6326-e6fb-4cff-aab2-c3f5aaf6e902_rwc_0x0x1000x781x32.jpg?h=d2180493cb29eed86bc829b6a109c518	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/44af6326-e6fb-4cff-aab2-c3f5aaf6e902_rwc_0x0x1000x781x329668.jpg	(from https://leonardhinganescu.com/people)
19:49:44	51347/51347	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:42%20GMT	https://leonardhinganescu.com/daria-tuca	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/daria-tuca.html	(from https://leonardhinganescu.com/people)
19:49:44	957/957	---M--	200	added ('OK')	image/jpeg	etag:7418fae680a1f5eb5d85e3626650a4c0	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/ae1f3313-90ed-4a11-9b4f-b6f9f3afac50_rwc_0x0x1000x781x32.jpg?h=32686428543dd584a6243086238e0afd	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/ae1f3313-90ed-4a11-9b4f-b6f9f3afac50_rwc_0x0x1000x781x32f40c.jpg	(from https://leonardhinganescu.com/people)
19:49:45	47481/47481	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:43%20GMT	https://leonardhinganescu.com/eugen-toma	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/eugen-toma.html	(from https://leonardhinganescu.com/people)
19:49:45	1280/1280	---M--	200	added ('OK')	image/jpeg	etag:b883f4adeb2f338ec101fdbd8630de71	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/4e7b2186-f4af-4bfb-8036-b994897ec160_rwc_0x0x1000x781x32.jpg?h=73b48ebfcbc2fe2e5295d194faba9be6	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/4e7b2186-f4af-4bfb-8036-b994897ec160_rwc_0x0x1000x781x320263.jpg	(from https://leonardhinganescu.com/people)
19:49:45	47985/47985	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:44%20GMT	https://leonardhinganescu.com/cristian-dascalu	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/cristian-dascalu.html	(from https://leonardhinganescu.com/people)
19:49:45	1056/1056	---M--	200	added ('OK')	image/jpeg	etag:3622f89599d9f5841675188993d54566	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/202f7828-c15d-4137-ab6a-30ff77eea6af_rwc_0x0x1000x781x32.jpg?h=8dd4aca696165fb9806384ce7594387f	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/202f7828-c15d-4137-ab6a-30ff77eea6af_rwc_0x0x1000x781x32d93f.jpg	(from https://leonardhinganescu.com/people)
19:49:46	45164/45164	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202024%2016:49:44%20GMT	https://leonardhinganescu.com/livia-carasel	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/leonardhinganescu.com/livia-carasel.html	(from https://leonardhinganescu.com/people)
19:49:46	1410/1410	---M--	200	added ('OK')	image/jpeg	etag:b0fe5c3d2c2766dfe8f0f168f424542f	https://cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/30045019-4b23-499f-821b-b726fa2e7812_rwc_0x0x1000x781x32.jpg?h=d925edf8c8b30dc06807fd8cd6c2033d	D:/Site%20foto/leonardhinganescu.com/Saved%20Site/leonardhinganescu.com/cdn.myportfolio.com/2b2f4de4-9fb2-4f11-a777-608d9e455175/30045019-4b23-499f-821b-b726fa2e7812_rwc_0x0x1000x781x3204bc.jpg	(from https://leonardhinganescu.com/people)
